,RNAvalue,DNAvalue,nrnt,groupID,ranks,microbe,patient,microbe_genus,nt_Z_rna,nt_Z_dna,pathogenic_red,pathogenic_green,pathogenic_darkblue,positive
0,2.6692238739308056,2.6692238739308056,1,1.0,0,Enterobacter hormaechei,chrf_rna_0005_s5.csv,547,99.0,99.0,False,False,True,True
1,1.842609239610562,1.842609239610562,1,1.0,1,Lactobacillus crispatus,chrf_rna_0005_s5.csv,1578,17.7,17.7,False,False,True,False
2,1.6138418218760693,1.6138418218760693,1,1.0,2,Citrobacter freundii,chrf_rna_0005_s5.csv,544,99.0,99.0,False,False,True,False
3,0.8573324964312685,0.8573324964312685,1,1.0,3,Fusobacterium nucleatum,chrf_rna_0005_s5.csv,848,6.0,6.0,False,False,True,False
4,0.6127838567197355,0.6127838567197355,1,1.0,4,Pluralibacter gergoviae,chrf_rna_0005_s5.csv,1330546,59.8,59.8,False,False,True,False
5,0.414973347970818,0.414973347970818,1,1.0,5,Bacillus subtilis,chrf_rna_0005_s5.csv,1386,0.7,0.7,True,False,False,False
6,0.3979400086720376,0.3979400086720376,1,1.0,6,Kytococcus sedentarius,chrf_rna_0005_s5.csv,57499,1.0,1.0,False,False,True,False
7,0.3424226808222063,0.3424226808222063,1,1.0,7,Alcanivorax xenomutans,chrf_rna_0005_s5.csv,59753,10.8,10.8,False,False,True,False
8,0.2787536009528289,0.2787536009528289,1,1.0,8,Agrobacterium tumefaciens,chrf_rna_0005_s5.csv,357,0.1,0.1,False,False,True,False
9,0.2304489213782739,0.2304489213782739,1,1.0,9,Pontibacter akesuensis,chrf_rna_0005_s5.csv,323449,0.2,0.2,False,False,True,False
10,0.2041199826559248,0.2041199826559248,1,1.0,10,Methylophaga nitratireducenticrescens,chrf_rna_0005_s5.csv,40222,4.4,4.4,False,False,True,False
11,0.2041199826559248,0.2041199826559248,1,1.0,11,Microcella alkaliphila,chrf_rna_0005_s5.csv,337004,0.1,0.1,False,False,True,False
12,0.2041199826559248,0.2041199826559248,1,1.0,12,Altererythrobacter epoxidivorans,chrf_rna_0005_s5.csv,361177,0.1,0.1,False,False,True,False
13,0.2041199826559248,0.2041199826559248,1,1.0,13,Cronobacter sakazakii,chrf_rna_0005_s5.csv,413496,6.3,6.3,False,False,True,False
14,0.17609125905568124,0.17609125905568124,1,1.0,14,Clostridium botulinum,chrf_rna_0005_s5.csv,1485,0.2,0.2,False,False,True,False
15,0.17609125905568124,0.17609125905568124,1,1.0,15,Vibrio sp. 04Ya090,chrf_rna_0005_s5.csv,662,1.1,1.1,False,False,True,False
16,0.17609125905568124,0.17609125905568124,1,1.0,16,Porphyrobacter sp. CACIAM 03H1,chrf_rna_0005_s5.csv,1111,0.4,0.4,False,False,True,False
17,0.17609125905568124,0.17609125905568124,1,1.0,17,Providencia stuartii,chrf_rna_0005_s5.csv,586,0.2,0.2,False,False,True,False
18,0.17609125905568124,0.17609125905568124,1,1.0,18,Neomicrococcus aestuarii,chrf_rna_0005_s5.csv,1868332,0.7,0.7,False,False,True,False
19,0.146128035678238,0.146128035678238,1,1.0,19,Aeromonas media,chrf_rna_0005_s5.csv,642,0.4,0.4,False,False,True,False
20,0.11394335230683679,0.11394335230683679,1,1.0,20,Betapapillomavirus 2,chrf_rna_0005_s5.csv,333922,5.3,5.3,False,True,False,False
21,0.11394335230683679,0.11394335230683679,1,1.0,21,Nevskia ramosa,chrf_rna_0005_s5.csv,64001,0.6,0.6,False,False,True,False
22,0.07918124604762482,0.07918124604762482,1,1.0,22,Erwinia amylovora,chrf_rna_0005_s5.csv,551,0.7,0.7,False,False,True,False
23,0.07918124604762482,0.07918124604762482,1,1.0,23,Parabacteroides distasonis,chrf_rna_0005_s5.csv,375288,0.4,0.4,False,False,True,False
24,0.04139268515822508,0.04139268515822508,1,1.0,24,Ruegeria mobilis,chrf_rna_0005_s5.csv,97050,0.2,0.2,False,False,True,False
25,1.3424226808222062,1.3424226808222062,1,1.0,0,Klebsiella pneumoniae,chrf_rna_0041_s41.csv,570,6.3,6.3,True,False,False,True
26,1.173186268412274,1.173186268412274,1,1.0,1,Aeromonas hydrophila,chrf_rna_0041_s41.csv,642,6.3,6.3,False,False,True,False
27,1.1522883443830565,1.1522883443830565,1,1.0,2,Moraxella osloensis,chrf_rna_0041_s41.csv,475,0.2,0.2,False,False,True,False
28,1.146128035678238,1.146128035678238,1,1.0,3,Acinetobacter baumannii,chrf_rna_0041_s41.csv,469,1.0,1.0,True,False,False,False
29,0.8195439355418687,0.8195439355418687,1,1.0,4,Bacillus coagulans,chrf_rna_0041_s41.csv,1386,8.8,8.8,True,False,False,False
30,0.5185139398778874,0.5185139398778874,1,1.0,5,Gardnerella vaginalis,chrf_rna_0041_s41.csv,2701,0.2,0.2,False,False,True,False
31,0.4623979978989561,0.4623979978989561,1,1.0,6,Citrobacter freundii,chrf_rna_0041_s41.csv,544,4.7,4.7,False,False,True,False
32,0.17609125905568124,0.17609125905568124,1,1.0,7,Planococcus halocryophilus,chrf_rna_0041_s41.csv,1372,0.2,0.2,False,False,True,False
33,0.146128035678238,0.146128035678238,1,1.0,8,Prevotella enoeca,chrf_rna_0041_s41.csv,838,0.1,0.1,False,False,True,False
34,0.146128035678238,0.146128035678238,1,1.0,9,Bifidobacterium dentium,chrf_rna_0041_s41.csv,1678,0.6,0.6,False,False,True,False
35,0.04139268515822508,0.04139268515822508,1,1.0,10,Garlic virus A,chrf_rna_0041_s41.csv,140568,100.0,100.0,False,True,False,False
36,0.0,0.04139268515822508,1,1.0,11,Torque teno mini virus 5,chrf_rna_0041_s41.csv,687332,0.0,8.1,False,True,False,False
37,2.070037866607755,2.070037866607755,1,1.0,0,Elizabethkingia anophelis,chrf_rna_0088_s88.csv,308865,99.0,99.0,True,False,False,True
38,1.3053513694466237,1.3053513694466237,1,1.0,1,Modestobacter marinus,chrf_rna_0088_s88.csv,88138,0.9,0.9,False,False,True,False
39,1.2741578492636798,1.2741578492636798,1,1.0,2,Staphylococcus capitis,chrf_rna_0088_s88.csv,1279,2.5,2.5,False,False,True,False
40,1.2013971243204515,1.2013971243204515,1,1.0,3,Kineococcus radiotolerans,chrf_rna_0088_s88.csv,33981,7.1,7.1,False,False,True,False
41,0.785329835010767,0.785329835010767,1,1.0,4,Lactobacillus crispatus,chrf_rna_0088_s88.csv,1578,0.3,0.3,False,False,True,False
42,0.5185139398778874,0.5185139398778874,1,1.0,5,Labilithrix luteola,chrf_rna_0088_s88.csv,1524217,11.0,11.0,False,False,True,False
43,0.505149978319906,0.505149978319906,1,1.0,6,Bradyrhizobium erythrophlei,chrf_rna_0088_s88.csv,374,1.6,1.6,False,False,True,False
44,0.38021124171160603,0.38021124171160603,1,1.0,7,Acidipropionibacterium acidipropionici,chrf_rna_0088_s88.csv,1912215,0.9,0.9,False,False,True,False
45,0.38021124171160603,0.38021124171160603,1,1.0,8,Pajaroellobacter abortibovis,chrf_rna_0088_s88.csv,1882917,32.3,32.3,False,False,True,False
46,0.3424226808222063,0.3424226808222063,1,1.0,9,Riemerella anatipestifer,chrf_rna_0088_s88.csv,34084,1.7,1.7,False,False,True,False
47,0.3010299956639812,0.3010299956639812,1,1.0,10,Rhodopseudomonas palustris,chrf_rna_0088_s88.csv,1073,0.5,0.5,False,False,True,False
48,0.2787536009528289,0.2787536009528289,1,1.0,11,Clostridium botulinum,chrf_rna_0088_s88.csv,1485,0.2,0.2,False,False,True,False
49,0.2787536009528289,0.2787536009528289,1,1.0,12,Frondihabitans sp. PAMC 28766,chrf_rna_0088_s88.csv,447237,1.0,1.0,False,False,True,False
50,0.25527250510330607,0.25527250510330607,1,1.0,13,Terriglobus roseus,chrf_rna_0088_s88.csv,392733,3.0,3.0,False,False,True,False
51,0.25527250510330607,0.25527250510330607,1,1.0,14,Corallococcus coralloides,chrf_rna_0088_s88.csv,83461,0.4,0.4,False,False,True,False
52,0.2304489213782739,0.2304489213782739,1,1.0,15,Bacillus sp. OxB-1,chrf_rna_0088_s88.csv,1386,0.2,0.2,True,False,False,False
53,0.2304489213782739,0.2304489213782739,1,1.0,16,Sphingobium herbicidovorans,chrf_rna_0088_s88.csv,165695,1.2,1.2,False,False,True,False
54,0.17609125905568124,0.17609125905568124,1,1.0,17,Sorangium cellulosum,chrf_rna_0088_s88.csv,39643,2.9,2.9,False,False,True,False
